paper_id	characteristic_id	raw_signal	construction_summary	sample_and_timing	breakpoints	weighting	rebalancing_frequency	holding_period	long_leg	short_leg	paper_lms_direction	evidence_pointer	evidence_type	confidence	reviewer_notes
kama-2009	rsup	standardized unexpected revenue (SURG), calculated like SUE but using revenue per share	The paper studies market reaction and post-announcement drift using SURG in Fama-MacBeth regressions and event-window abnormal returns; it does not provide a standalone tradable revenue-surprise high-minus-low or low-minus-high portfolio.	Compustat/CRSP public companies from 1974-2005, excluding financial institutions and utilities and trimming the extreme 1% on each side for SUE, SURG, and SAR.	No standalone SURG portfolio breakpoints; regressions use continuous SURG and Table 6 uses sign combinations of SUE and SURG.	Size-adjusted returns; no standalone simple SURG portfolio weighting.	Quarterly event observations; no simple sorted-portfolio rebalance.	Days -2 through +1 around earnings announcement; post-announcement regression uses day +2 through six months after announcement.	no explicit simple long leg	no explicit simple short leg	not-simple	extracted-text/kama-2009.txt:260-267,286-312,380-388,521-542,713-723,819-826,876-934	direct_original_text	high	Kama (2009) gives regression/event-reaction evidence for SURG and opposite-sign SUE/SURG event groups, not a standalone tradable rsup spread.
lakonishok-1994	cash	Cash holdings	The published article defines cash flow (earnings plus depreciation), cash-flow-to-price, and growth in cash flow, but it does not define or sort on a standalone cash-holdings ratio matching EquityChars `cash`. This repository attribution therefore cannot support a simple LMS rule for the implemented signal.	NYSE and AMEX, portfolios formed annually at the end of April from 1968 with up to five post-formation years; this sample description applies to the paper, not to a cash-holdings sort.	N/A; no matching cash-holdings sort.	N/A.	N/A.	N/A.	N/A.	N/A.	N/A	extracted-text/lakonishok-1994-publisher.txt:215-365,440-540	publisher_final_jstor_pdf	high	The final Journal of Finance article's “cash flow” is not cash holdings. Treat the EquityChars paper attribution as a source-mapping mismatch unless another authoritative LSV construction is supplied.
lakonishok-1994	cfp	Cash flow to price (C/P), with cash flow defined as earnings plus depreciation	Form annual deciles on positive cash-flow-to-price ratios. High-C/P stocks are value stocks and low-C/P stocks are glamour stocks; the tenth decile outperforms the first decile.	NYSE and AMEX; annual end-of-April formations beginning in 1968; accounting data from COMPUSTAT and returns from CRSP; performance examined for five years.	Deciles on positive C/P; high C/P is decile 10 and low C/P is decile 1.	Equal-weighted within portfolios; raw and size-adjusted returns are reported.	Annual formation and annual rebalancing.	One through five post-formation years.	Decile 10, high C/P / value.	Decile 1, low C/P / glamour.	H-L	extracted-text/lakonishok-1994-publisher.txt:215-365,440-565	publisher_final_jstor_pdf	high	Verified against the final Journal of Finance/JSTOR PDF. The article explicitly identifies high C/P as value, low C/P as glamour, and reports an 11 percentage-point average annual extreme-decile return difference.
lakonishok-1994	sgr	Five-year weighted-average rank of annual sales growth	For each stock, rank annual sales growth separately in years -1 through -5, combine the ranks with weights 5, 4, 3, 2, and 1 from most to least recent, and form deciles on the weighted-average rank. The value strategy is long the low-GS decile and short the high-GS decile.	NYSE and AMEX; annual end-of-April formations beginning in 1968; accounting data from COMPUSTAT and returns from CRSP; performance examined for five years.	Deciles on the weighted-average five-year sales-growth rank.	Equal-weighted within portfolios; raw and size-adjusted returns are reported.	Annual formation and annual rebalancing.	One through five post-formation years.	Low GS / low past sales-growth decile (value).	High GS / high past sales-growth decile (glamour).	L-H	extracted-text/lakonishok-1994-publisher.txt:215-365,440-540,595-623	publisher_final_jstor_pdf	high	Verified against the final Journal of Finance/JSTOR PDF. Low GS earns +2.2% annual size-adjusted return and high GS -2.4%; EquityChars implements H-L, so the source and code directions disagree.
lev-2004	tb	tax-to-book income ratio / R TAX	TAX is estimated taxable income after tax divided by net income; R TAX is the within-two-digit-SIC industry-year quintile rank from 1 to 5. Main return evidence is cross-sectional regressions of next-year stock returns, not a standalone univariate long-short portfolio.	Sample years 1973-2000; annual accounting signal; future annual stock return is measured from May 1 of the subsequent year.	Within industry-year quintiles of TAX; R TAX=1 lowest quintile and R TAX=5 highest quintile.	Regression-based; supplemental 2x2 portfolio analysis uses high/low R TAX crossed with high/low R CFO, not a pure tb portfolio.	Annual.	One-year-ahead return from May 1.	high R TAX / high taxable income relative to earnings, but only as regression or conditional portfolio side	low R TAX / low taxable income relative to earnings, but only as regression or conditional portfolio side	not-simple	extracted-text/lev-2004.txt:395-420,470-503,520-650,1390-1403,1535-1555	original_full_text	high	The source supports the raw signal and positive return association, but the design is regressions plus a bivariate R TAX/R CFO portfolio check.
liu-2006	zerotrade	LM12 = standardized turnover-adjusted number of zero daily trading volumes over the prior 12 months	The published article sorts stocks in ascending LM12 each month, forms equally weighted deciles using NYSE breakpoints, and reports B-S: the highest-LM12 least-liquid decile minus the lowest-LM12 most-liquid decile.	January 1963-December 2003 NYSE/AMEX ordinary common stocks; portfolios form monthly from January 1964 to January 2003.	Monthly deciles using NYSE breakpoints.	Equal-weighted portfolios.	Monthly.	12 months.	Highest-LM12 decile B / least liquid stocks.	Lowest-LM12 decile S / most liquid stocks.	H-L	extracted-text/liu-2006-publisher.txt:27,30,34-35,569-577,757,1636	publisher_full_text	high	Verified against the formal Journal of Financial Markets publisher full text; LM12 definition, ascending sort, breakpoints, holding period, and B-minus-S direction are explicit.
michaely-1995	divi	cash dividend initiation event	Event study of first cash dividend payments; computes buy-and-hold excess returns for initiation firms versus benchmarks, and in the naive trading rule buys initiation-event stocks after announcement with an offsetting short position in the CRSP equal-weighted index.	NYSE/AMEX firms initiating cash dividends during 1964-1988; 561 initiation events; event window and post-event returns measured relative to announcement.	Event group, not cross-sectional breakpoints.	Average excess returns across event firms; naive rule uses equal-dollar long stock position offset by short CRSP equal-weighted index.	Event-driven.	Three-day event window plus one- and three-year post-event buy-and-hold excess returns; naive rule holds one year / 252 trading days.	initiation-event stocks	CRSP equal-weighted index / benchmark offset	not-simple	extracted-text/michaely-1995.txt:207-233,504-535,712-719,1591-1602	extracted_text	high	Event-group construction, not a high-minus-low continuous sort.
michaely-1995	divo	cash dividend omission event	Event study of firms omitting regular cash dividends; computes buy-and-hold excess returns versus benchmarks, and in the naive trading rule shorts omission-event stocks after announcement with an offsetting long position in the CRSP equal-weighted index.	NYSE/AMEX firms with regular cash dividends that omitted payments during 1964-1988; 887 omission events; event window and post-event returns measured relative to announcement.	Event group, not cross-sectional breakpoints.	Average excess returns across event firms; naive rule uses equal-dollar short stock position offset by long CRSP equal-weighted index.	Event-driven.	Three-day event window plus one- and three-year post-event buy-and-hold excess returns; naive rule holds one year / 252 trading days.	CRSP equal-weighted index / benchmark offset	omission-event stocks	not-simple	extracted-text/michaely-1995.txt:274-290,446-459,504-535,872-879,1591-1602	extracted_text	high	Event-group construction; profitable trade is short omission firms and long benchmark, so this is not a simple H-L/L-H characteristic spread.
moskowitz-1999	indmom	lagged industry return	Forms 20 value-weighted two-digit-SIC industry portfolios monthly, ranks industries by L-month lagged returns, and forms IM(L,H) industry momentum portfolios long past winning industries and short past losing industries; main analysis emphasizes six-month ranking/six-month holding.	CRSP/COMPUSTAT; 20 value-weighted industry portfolios formed monthly from July 1963 to July 1995.	Top three and bottom three industries by past L-month return; table also defines middle three ranks 9-11.	Industries are value-weighted internally; winner and loser sides are equal-weighted across selected industries.	Monthly.	H months; main six-month hold, with H = 1, 6, 12, 24, or 36 months tested.	highest past-return industries / winners	lowest past-return industries / losers	H-L	extracted-text/moskowitz-1999.txt:221-243,591-615,1179-1194,1230-1240,1460-1465	extracted_text	high	Simple industry-level return-sort strategy; distinguish from individual-stock momentum.
novy-marx-2013	gma	Gross profits-to-assets, (REVT - COGS) / AT	At the end of each June, sort eligible stocks into profitability quintiles using NYSE breakpoints on annual gross profits-to-assets. Table 2 reports a profitable-minus-unprofitable spread, with the most profitable firms earning 0.31% per month more than the least profitable firms.	Compustat data beginning in 1962; accounting data for a fiscal year are used from the following June; returns cover July 1963 through December 2010; financial firms are excluded.	NYSE quintiles on gross profits-to-assets.	Value-weighted monthly excess returns.	Annual, at the end of June.	Twelve months until the next June rebalance; the paper also reports a separate monthly high-frequency robustness strategy.	Most profitable / highest gross profits-to-assets quintile.	Least profitable / lowest gross profits-to-assets quintile.	H-L	extracted-text/novy-marx-2013.txt:118-139 (definition and sample),249-299 (Section 2.2 and Table 2); papers/novy-marx-2013/novy-marx-2013-authoritative-fulltext.html	publisher_full_text_cityu	high	The publisher text explicitly labels the spread profitable minus unprofitable; embedded Appendix A is part of the article and no separate SI/data/code attachment was exposed.
ortiz-molina-2014	alm	real-asset illiquidity measures MNoPotBuy, NLPotBuy, and MTotM&A; also MInM&A and MOutM&A	The published article measures real-asset illiquidity using the absence or financial slack of potential buyers and minus industry M&A activity, standardizes the measures, and relates them to implied cost of capital. Univariate tables sort firms into asset-illiquidity quintiles; regressions use standardized variables.	Sample period 1984-2006 for the main asset-illiquidity/cost-of-capital tests; measures use three-digit SIC industries and are often averaged over the past five years.	Annual quintiles by real-asset illiquidity for univariate tests; standardized variables in regressions.	Equal-weighted and value-weighted average implied-cost-of-capital portfolios in univariate tests; regression-based main evidence.	Annual.	N/A; expected cost-of-capital tests, not realized-return holding-period portfolios.	No explicit traded long leg; the paper reports the high-minus-low asset-illiquidity cost-of-capital premium.	No explicit traded short leg; the paper reports the high-minus-low asset-illiquidity cost-of-capital premium.	not-simple	extracted-text/ortiz-molina-2014-publisher.txt:86-119,219-226,307,340-388,548-570,642-723	publisher_final_pdf	high	Verified against the formal Journal of Financial and Quantitative Analysis publisher PDF. The repo label “Quarterly Asset Liquidity” is unsupported: the paper studies annual implied cost of capital and does not define a realized-return long-short strategy.
ou-1989	cashdebt	Cash flow to total debt	The paper treats cash flow to debt as one accounting descriptor among a large candidate set and combines selected descriptors through a stepwise logit into Pr, the estimated probability of a one-year-ahead earnings increase. It does not form a univariate cashdebt portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to cashdebt.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate cashdebt long leg.	Composite portfolio only: Pr <= 0.4; no univariate cashdebt short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for the composite earnings-increase probability, not for this input descriptor; do not transfer that sign to a standalone cashdebt sort.
ou-1989	currat	Current ratio	The paper treats current ratio as one accounting descriptor among a large candidate set and combines selected descriptors through a stepwise logit into Pr, the estimated probability of a one-year-ahead earnings increase. It does not form a univariate current-ratio portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to current ratio.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate current-ratio long leg.	Composite portfolio only: Pr <= 0.4; no univariate current-ratio short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for the composite earnings-increase probability, not for this input descriptor.
ou-1989	pchcurrat	Percentage change in current ratio	The paper treats the percentage change in current ratio as one accounting descriptor and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate pchcurrat portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to pchcurrat.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate pchcurrat long leg.	Composite portfolio only: Pr <= 0.4; no univariate pchcurrat short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
ou-1989	pchquick	Percentage change in quick ratio	The paper treats the percentage change in quick ratio as one accounting descriptor and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate pchquick portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to pchquick.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate pchquick long leg.	Composite portfolio only: Pr <= 0.4; no univariate pchquick short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
ou-1989	pchsaleinv	Percentage change in inventory turnover (sales to inventory)	The paper treats the percentage change in inventory turnover as one accounting descriptor and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate pchsaleinv portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to pchsaleinv.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate pchsaleinv long leg.	Composite portfolio only: Pr <= 0.4; no univariate pchsaleinv short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
ou-1989	quick	Quick ratio	The paper treats quick ratio as one accounting descriptor among a large candidate set and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate quick-ratio portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to quick ratio.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate quick-ratio long leg.	Composite portfolio only: Pr <= 0.4; no univariate quick-ratio short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
ou-1989	salecash	Sales to total cash	The paper treats sales to total cash as one accounting descriptor among a large candidate set and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate salecash portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to salecash.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate salecash long leg.	Composite portfolio only: Pr <= 0.4; no univariate salecash short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
ou-1989	saleinv	Sales to inventory	The paper treats sales to inventory as one accounting descriptor among a large candidate set and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate saleinv portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to saleinv.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate saleinv long leg.	Composite portfolio only: Pr <= 0.4; no univariate saleinv short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
ou-1989	salerec	Sales to accounts receivable	The paper treats sales to accounts receivable as one accounting descriptor among a large candidate set and combines selected descriptors through a stepwise logit into composite Pr. It does not form a univariate salerec portfolio.	Descriptors are estimated on 1965-1972 or 1973-1977 data; annual positions are formed for 1973-1983 three months after fiscal year-end.	The published portfolio cutoffs apply to composite Pr (>0.6 versus <=0.4), not to salerec.	Mean monthly returns on each composite position; the reported hedge is the zero-investment difference between the two sides.	Annual overlapping formation with monthly portfolio rebalancing in the cumulative-return calculation.	24 months.	Composite portfolio only: Pr > 0.6; no univariate salerec long leg.	Composite portfolio only: Pr <= 0.4; no univariate salerec short leg.	not-simple	extracted-text/ou-1989.txt:396-470 (Table 2),535-617 (Table 3),665-685 (preset strategy),860-890 (Table 6 notes); papers/ou-1989/ou-1989.pdf	author_institution_full_text	high	The source's H-L rule is for composite Pr, not this input descriptor.
piotroski-2000	pscore	F-SCORE = sum of nine binary financial statement signals	F-SCORE sums nine good/bad binary signals: ROA, change in ROA, CFO, accrual, change in margin, change in turnover, change in leverage, change in liquidity, and no equity issuance; the main table classifies low F-SCORE as 0 or 1 and high F-SCORE as 8 or 9, while the calendar-year hedge uses strong F-SCORE >= 5 versus weak F-SCORE < 5.	High book-to-market firms only; 14,043 high-BM firm-years over 21 years; returns start at the beginning of the fifth month after fiscal year-end.	Highest BM quintile first; main F-SCORE extremes use 0-1 versus 8-9; calendar-year hedge uses >=5 versus <5.	Mean buy-and-hold firm returns / equal-weighted portfolio comparison; market-adjusted returns subtract the value-weighted market index buy-and-hold return.	Annual.	12 months for main one-year returns; two-year returns also reported.	high or strong F-SCORE firms	low or weak F-SCORE firms	H-L	extracted-text/piotroski-2000.txt:390-399,423-458,466-534,572-588,638-647,684-704,1025-1031,1790-1797	full_text	high	The original text contains two thresholds: 0/1 versus 8/9 for main extreme portfolios, and >=5 versus <5 for the calendar-year hedge.
pontiff-2008	chcsho	ISSUE(t,t-11) = ln(split-adjusted shares outstanding at t) - ln(split-adjusted shares outstanding at t-11)	The published article uses the annual log change in split-adjusted CRSP shares outstanding in Fama-MacBeth predictive regressions. It reports a negative relation with future returns but does not define a characteristic-sorted hedge portfolio.	The primary sample contains monthly CRSP observations from January 1970-December 2003; an out-of-sample test covers September 1932-December 1969.	N/A; predictive cross-sectional regressions rather than portfolio sorts.	N/A; no standalone hedge portfolio.	monthly regressions with a rolling annual signal	One month, six months, one year, second-year annual, and third-year annual holding-period dependent variables.	N/A	N/A	not-simple	extracted-text/pontiff-2008-publisher.txt:151-216,565-615,743-783	publisher_final_jstor_pdf	high	Verified against the final Journal of Finance/JSTOR PDF. The annual ISSUE coefficient is negative and significant, but no paper-defined high-minus-low or low-minus-high portfolio exists.
pontiff-2008	ni	ISSUE(t,t-11) = ln(split-adjusted shares outstanding at t) - ln(split-adjusted shares outstanding at t-11)	The closest published variable to repository net stock issues is the annual log change in split-adjusted CRSP shares outstanding. The article tests it in Fama-MacBeth predictive regressions and does not define a simple net-issues hedge portfolio.	The primary sample contains monthly CRSP observations from January 1970-December 2003; an out-of-sample test covers September 1932-December 1969.	N/A; predictive cross-sectional regressions rather than portfolio sorts.	N/A; no standalone hedge portfolio.	monthly regressions with a rolling annual signal	One month, six months, one year, second-year annual, and third-year annual holding-period dependent variables.	N/A	N/A	not-simple	extracted-text/pontiff-2008-publisher.txt:151-216,565-615,743-783	publisher_final_jstor_pdf	high	Verified against the final Journal of Finance/JSTOR PDF. The source supports a negative issuance-return slope, but no paper-defined LMS direction should be inferred; retain not-simple.
rendelman-1982	sue	standardized unexpected quarterly earnings (SUE)	The published trading test forms portfolios from the 20 highest and 20 lowest SUE stocks, matches each leg to beta one, and calculates high-SUE minus low-SUE three-month returns. Its broader event study assigns every stock to ten fixed SUE ranges and confirms that the highest categories rise while the lowest fall.	36 quarters from 1971Q3 through 1980Q2; Compustat quarterly earnings and announcement dates are matched to CRSP daily returns.	Trading test: highest 20 versus lowest 20 SUE stocks. Event study: ten fixed SUE categories from SUE <= -4 through SUE > 4.	Each 20-stock leg is divided into two equally weighted ten-stock groups and weighted to beta one; unadjusted results are also reported. Event-category excess returns are equally weighted.	Quarterly/event-driven.	Three months for the portfolio test, with starting positions one through five months after fiscal-quarter close; event study covers day -20 through +90 around the announcement.	Highest-SUE stocks / favorable unexpected earnings.	Lowest-SUE stocks / unfavorable unexpected earnings.	H-L	extracted-text/rendelman-1982-publisher.txt:267-300,313-338,528-576,616-647,771-812	publisher_final_pdf	high	Verified against the formal 19-page Journal of Financial Economics PDF. The paper explicitly reports differences between high- and low-SUE portfolio returns; this is a high-minus-low direction.
richardson-2005	egr	change in external equity financing (ΔEquity), where book common equity is scaled by average total assets	The published article decomposes accruals and financing changes and tests ΔEquity in predictive return regressions; it does not define a standalone simple long/short egr portfolio matching the repository characteristic.	Annual U.S. firm-year observations, 1962-2001; stock returns are measured over the 12 months beginning four months after fiscal year-end.	N/A; regression and decomposition evidence rather than an explicit portfolio sort.	N/A	annual	12 months, beginning four months after fiscal year-end.	N/A	N/A	not-simple	extracted-text/richardson-2005-publisher.txt:71-77,235,1162,1165,1170-1172,1379,1501	publisher_full_text	high	Verified against the formal Journal of Accounting and Economics publisher full text. The paper's ΔEquity is an external-equity-financing component; no simple egr hedge direction should be inferred from its regression coefficient.
richardson-2005	lgr	change in total financial liabilities (ΔFINL), comprising long-term debt, debt in current liabilities, and preferred stock, scaled by average total assets	The closest published component to repository lgr is ΔFINL, which the article uses in accrual/financing decompositions and predictive return regressions; it is broader than growth in long-term debt and is not presented as a simple standalone lgr long/short portfolio.	Annual U.S. firm-year observations, 1962-2001; stock returns are measured over the 12 months beginning four months after fiscal year-end.	N/A; regression and decomposition evidence rather than a matching long-term-debt portfolio sort.	N/A	annual	12 months, beginning four months after fiscal year-end.	N/A	N/A	not-simple	extracted-text/richardson-2005-publisher.txt:163-167,221-235,665,1170-1172,1252,1374,1499,1705	publisher_full_text	high	Verified against the formal Journal of Accounting and Economics publisher full text. Mapping caveat: repository lgr is narrower than the paper's ΔFINL because ΔFINL also includes current debt and preferred stock.
rosenberg-1985	bm	book-to-price ratio	The final article's book/price strategy gives positive exposure to high book/price stocks and negative exposure to low book/price stocks, but it is an optimized pure hedge rather than a simple quantile spread. Weights sum to zero overall and within each of 55 industries, are orthogonal to eleven risk indexes and the return-reversal strategy, and are variance-minimizing.	HICAP universe of approximately 1,400 large Compustat companies; monthly data from January 1973-March 1980 for the retrospective B/P test and April 1980-September 1984 for the prospective evaluation.	No quantile breakpoint; the weighted book/price exposure is fixed at one cross-sectional standard deviation above the capitalization-weighted market mean.	Optimized positive and negative zero-investment weights, industry-neutral and orthogonal to eleven risk indexes and the companion strategy.	Monthly weights; less than 5% monthly turnover.	Monthly returns; high-book/price holdings tend to remain in the strategy for more than one year.	High book/price exposure through positive optimized weights.	Low book/price exposure through negative optimized weights.	not-simple	extracted-text/rosenberg-1985-publisher.txt:3-63,128-179,278-295,328-347; visual first page	publisher_final_pdf_visual_and_text	high	Verified against the formal eight-page Journal of Portfolio Management PDF. The economic sign is high-minus-low, but the published return is an orthogonalized minimum-variance hedge, so it is not classified as a simple H-L portfolio.
sloan-1996	acc	accruals = change in non-cash current assets minus change in current liabilities excluding short-term debt and taxes payable, minus depreciation, scaled by average total assets	The published article ranks firms annually by accrual magnitude, assigns equal numbers to ten portfolios, and forms an equal-valued hedge long the lowest-accrual decile and short the highest-accrual decile.	40,679 firm-years from 1962-1991; financial-statement variables are annual, and return accumulation starts four months after fiscal year-end.	Annual equal-count accrual deciles, lowest through highest.	Equal-weighted portfolio abnormal returns; size-adjusted buy-and-hold returns and Jensen alphas are reported.	annual	One year for the primary test; the paper also reports years two and three.	lowest-accrual decile	highest-accrual decile	L-H	extracted-text/sloan-1996-publisher.txt:297-330,878-903,925-951,1009-1011	published_jstor_pdf_institutional_mirror	high	Verified against the final Accounting Review/JSTOR-formatted PDF publicly hosted by CUHK; journal volume, issue, pages, accrual formula, timing, deciles, weighting, and lowest-minus-highest hedge are explicit. This is a published archival copy, not a draft.
soliman-2008	ato	ATO = sales divided by average net operating assets	The published article uses the level of asset turnover as a DuPont component and control in predictive return regressions. It finds that the change in ATO, rather than the level, carries the return-predictive result; no standalone level-ATO long/short portfolio is defined.	38,716 firm-years from 1984-2002; financial firms and observations lacking I/B/E/S, Compustat, or CRSP data are excluded.	Annual decile ranks in the future-return regressions.	N/A; Fama-MacBeth regression evidence rather than a standalone level-ATO portfolio.	annual	One-year future market-adjusted return beginning four months after fiscal year-end.	N/A	N/A	not-simple	extracted-text/soliman-2008-publisher.txt:391-399,669-729,837-905,1577-1713	publisher_final_jstor_pdf	high	Verified against the final Accounting Review/JSTOR PDF. Do not transfer the positive high-minus-low result for ΔATO to the level-ATO repository characteristic.
soliman-2008	chatoia	repository signal is industry-adjusted change in asset turnover; closest paper variable is unadjusted ΔATO = ATO(t) - ATO(t-1)	The published article ranks unadjusted ΔATO annually and reports that moving from the bottom to the top decile predicts about 7.8% future abnormal return before the full controls and about 5.2% after them. The exact repository signal is industry-adjusted, which this article does not construct, so the published hedge cannot be treated as an exact chatoia strategy.	38,716 firm-years from 1984-2002; future returns begin four months after fiscal year-end.	Annual deciles numbered 0-9 for the paper's unadjusted ΔATO.	Regression-implied top-minus-bottom decile hedge; underlying future returns are compounded buy-and-hold market-adjusted returns.	annual	One year.	Closest paper strategy: highest unadjusted ΔATO decile.	Closest paper strategy: lowest unadjusted ΔATO decile.	not-simple	extracted-text/soliman-2008-publisher.txt:391-399,669-729,837-905,1577-1713	publisher_final_jstor_pdf	high	Verified against the final Accounting Review/JSTOR PDF. Closest paper direction is H-L for unadjusted ΔATO, but the repository's industry adjustment is absent; retain not-simple to prevent a false exact attribution.
soliman-2008	chpmia	repository signal is industry-adjusted change in profit margin; closest paper variable is unadjusted ΔPM = PM(t) - PM(t-1)	The published article includes unadjusted ΔPM in annual decile-rank future-return regressions, but does not construct the repository's industry-adjusted variable and does not report the robust positive hedge result found for ΔATO.	38,716 firm-years from 1984-2002; future returns begin four months after fiscal year-end.	Annual decile ranks for the paper's unadjusted ΔPM.	N/A; regression evidence does not establish a matching industry-adjusted traded spread.	annual	One year.	N/A	N/A	not-simple	extracted-text/soliman-2008-publisher.txt:391-399,669-729,837-905,1577-1727	publisher_final_jstor_pdf	high	Verified against the final Accounting Review/JSTOR PDF. The exact industry-adjusted chpmia construction is absent, so no repository LMS direction is attributed.
soliman-2008	pm	PM = operating income divided by total sales	The published article uses profit margin as a DuPont component and control in contemporaneous and future-return regressions. It does not define a standalone profit-margin long/short portfolio, and the paper's principal future-return finding concerns change in asset turnover instead.	38,716 firm-years from 1984-2002; future returns begin four months after fiscal year-end.	Annual decile ranks in future-return regressions.	N/A; regression evidence rather than a standalone PM portfolio.	annual	One year.	N/A	N/A	not-simple	extracted-text/soliman-2008-publisher.txt:134-151,391-399,669-729,837-905,1577-1713	publisher_final_jstor_pdf	high	Verified against the final Accounting Review/JSTOR PDF. No simple PM hedge direction should be inferred from the DuPont regression.
